ID,Main,Location,Corporation,Salary,Href,Date
100,Biznis Analytik,Košice,Holcim European Business Services s.r.o., 1 300 EUR/mesiac,pracovna-ponuka/1324283/biznis-analytik,2023-03-21
101,Senior programátor,Bratislava,ARBITAS s.r.o., 700 EUR/mesiac,pracovna-ponuka/1319254/senior-programator,2023-03-21
102,Databázový analytik,Bratislava,Voxwise s.r.o., 750 EUR/mesiac,pracovna-ponuka/1315400/databazovy-analytik,2023-03-21
103,Programátor CNC strojov,Námestovo,MECASYS s. r. o., 2 400 EUR/mesiac,pracovna-ponuka/1132167/programator-cnc-strojov,2023-03-21
104,Java Developer (banking sector) (Ref. č.: 1-16-39481),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1301653/java-developer-banking-sector-ref-c-1-16-39481-,2023-03-21
105,Cloud Developer,Bratislava,IBM, 2 300 EUR/mesiac,pracovna-ponuka/1311787/cloud-developer,2023-03-21
106,DevSecOps Engineer,Bratislava,IBM, 2 800 EUR/mesiac,pracovna-ponuka/1311737/devsecops-engineer,2023-03-21
107,Application Architect,Bratislava,IBM, 3 800 EUR/mesiac,pracovna-ponuka/1311721/application-architect,2023-03-21
108,Start your career with Adobe!,Bratislava,IBM, 1 600 EUR/mesiac,pracovna-ponuka/1320340/start-your-career-with-adobe,2023-03-21
109,Adobe Consultant,Bratislava,IBM, 1 900 EUR/mesiac,pracovna-ponuka/1320338/adobe-consultant,2023-03-21
110,Adobe Developer,Bratislava,IBM, 1 900 EUR/mesiac,pracovna-ponuka/1320336/adobe-developer,2023-03-21
111,Adobe Senior Consultant,Bratislava,IBM, 2 800 EUR/mesiac,pracovna-ponuka/1320334/adobe-senior-consultant,2023-03-21
112,Java Developer,Bratislava,IBM, 2 300 EUR/mesiac,pracovna-ponuka/1311349/java-developer,2023-03-21
113,Obchodný konzultant pre výpočtovú a informačnú techniku,Košice,"Nové technológie a služby, s.r.o.", 1 700 EUR/mesiac,pracovna-ponuka/983929/obchodny-konzultant-pre-vypoctovu-a-informacnu-techniku,2023-03-21
114,IT konzultant - Obchodný manažér - Key Account Manager,Košice,"Nové technológie a služby, s.r.o.", 1 500 EUR/mesiac,pracovna-ponuka/173488/it-konzultant-obchodny-manazer-key-account-manager,2023-03-21
115,Systemový inžinier - IT servisný technik,Košice,"Nové technológie a služby, s.r.o.", 1 700 EUR/mesiac,pracovna-ponuka/173487/systemovy-inzinier-it-servisny-technik,2023-03-21
116,Spracovateľ študijných podkladov pre VŠ práce,"Práca z domu, Košický kraj, Bratislava, Trnava, Banská Bystrica, Košice, Prešov, Žilina, Nitra, Trenčín",Ellmer s.r.o.,0 EUR/h,pracovna-ponuka/1137553/spracovatel-studijnych-podkladov-pre-vs-prace,2023-03-21
117,DevOps Engineer,Bratislava,Deutsche Telekom Cloud Services s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1329935/devops-engineer,2023-03-21
118,Data Analyst (Ref. č.: 1-16-39980),Bratislava,Grafton Slovakia s.r.o., 1 900 EUR/mesiac,pracovna-ponuka/1290759/data-analyst-ref-c-1-16-39980-,2023-03-21
119,SAP Key user (Ref. č.: 1-16-40848),Senica,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1290721/sap-key-user-ref-c-1-16-40848-,2023-03-21
120,"Security application administrator with Cyberark - TPP, REMOTE (Ref. č.: 1-16-39788)",Prešov,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1118463/security-application-administrator-with-cyberark-tpp-remote-ref-c-1-16-39788-,2023-03-21
121,Aplikačný administrátor/inžinier (Ref. č.: 1-16-41058),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1301177/aplikacny-administrator-inzinier-ref-c-1-16-41058-,2023-03-21
122,Java Programátor (Ref. č.: 1-16-40120),Košice,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1297241/java-programator-ref-c-1-16-40120-,2023-03-21
123,Automation Developer (Ref. č.: 1-16-41154),Bratislava,Grafton Slovakia s.r.o., 1 700 EUR/mesiac,pracovna-ponuka/1306819/automation-developer-ref-c-1-16-41154-,2023-03-21
124,IT Administrátor|BA (Ref. č.: 1-16-41639),Bratislava,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1321227/it-administratorba-ref-c-1-16-41639-,2023-03-21
125,"AWS Administrator - TPP, REMOTE (Ref. č.: 1-16-41172)",Nitra,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1306713/aws-administrator-tpp-remote-ref-c-1-16-41172-,2023-03-21
126,IT System Administrator (Ref. č.: 1-15-41698),Bratislava,Grafton Slovakia s.r.o., 1 200 EUR/mesiac,pracovna-ponuka/1321007/it-system-administrator-ref-c-1-15-41698-,2023-03-21
127,IT test konzultant s nemeckým jazykom (Ref. č.: 1-16-41366),Bratislava,Grafton Slovakia s.r.o., 1 400 EUR/mesiac,pracovna-ponuka/1311869/it-test-konzultant-s-nemeckym-jazykom-ref-c-1-16-41366-,2023-03-21
128,Java Expert- TPP/živnosť & REMOTE (Ref. č.: 1-16-41375),Bratislava,Grafton Slovakia s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1311867/java-expert-tpp-zivnost-remote-ref-c-1-16-41375-,2023-03-21
129,DevOps Engineer - TPP/živnosť & REMOTE (Ref. č.: 1-15-41360),Bratislava,Grafton Slovakia s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1311801/devops-engineer-tpp-zivnost-remote-ref-c-1-15-41360-,2023-03-21
130,Frontend programátor (React & Vue.js) (Ref. č.: 1-16-41393),Bratislava,Grafton Slovakia s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1311783/frontend-programator-react-vue-js-ref-c-1-16-41393-,2023-03-21
131,PHP Programátor - FULL REMOTE (Ref. č.: 1-16-41627),Košice,Grafton Slovakia s.r.o., 2 700 EUR/mesiac,pracovna-ponuka/1320632/php-programator-full-remote-ref-c-1-16-41627-,2023-03-21
132,.NET Programátor - FULL REMOTE (Ref. č.: 1-16-41629),Košice,Grafton Slovakia s.r.o., 2 800 EUR/mesiac,pracovna-ponuka/1320628/-net-programator-full-remote-ref-c-1-16-41629-,2023-03-21
133,Systémový programátor,Košice,DATAMONT s.r.o., 900 EUR/mesiac,pracovna-ponuka/1315340/systemovy-programator,2023-03-21
134,Samostatný výskumný a vývojový pracovník,"Okres Senica, Senica",Vojenský technický a skúšobný ústav Záhorie,,pracovna-ponuka/1123991/samostatny-vyskumny-a-vyvojovy-pracovnik,2023-03-21
135,"Automatizovaný tester  (TPP, REMOTE) (Ref. č.: 1-16-37782)",Košice,Grafton Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1071367/automatizovany-tester-tpp-remote-ref-c-1-16-37782-,2023-03-21
136,Test developer (Python) (Ref. č.: 1-16-40129),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1134355/test-developer-python-ref-c-1-16-40129-,2023-03-21
137,Špecialista sieťovej bezpečnosti (Ref. č.: 131-16-41820),Bratislava,Grafton Slovakia s.r.o., 1 800 EUR/mesiacPonuka onedlho končí,pracovna-ponuka/1325835/specialista-sietovej-bezpecnosti-ref-c-131-16-41820-,2023-03-21
138,Špecialista na správu cloudových riešení (Ref. č.: 1-15-41220),Bratislava,Grafton Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1307475/specialista-na-spravu-cloudovych-rieseni-ref-c-1-15-41220-,2023-03-21
139,Vývojár  mobilných aplikácií (Android & iOS) - TPP/freelance &  remote (Ref. č.: 1-16-40651),Bratislava,Grafton Slovakia s.r.o., 2 300 EUR/mesiac,pracovna-ponuka/1150591/vyvojar-mobilnych-aplikacii-android-ios-tpp-freelance-remote-ref-c-1-16-40651-,2023-03-21
140,Učiteľ/ka - informatiky,"Okres Hlohovec, Hlohovec, Leopoldov","Základná škola, Nám. sv. Ignáca 31, Leopoldov", 1 037 EUR/mesiac,pracovna-ponuka/1324811/ucitel-ka-informatiky,2023-03-21
141,Junior softvérový inžinier,Košice,Infobip s. r. o., 1 700 EUR/mesiac,pracovna-ponuka/1123887/junior-softverovy-inzinier,2023-03-21
142,"Softvérový architekt, dizajnér",Bratislava,MAXIMA - SLOVAKIA s. r. o., 840 EUR/mesiac,pracovna-ponuka/1315132/softverovy-architekt-dizajner,2023-03-21
143,Odborný/á referent/ka - GIS analytik/čka,Bratislava,Mestská časť Bratislava - Petržalka, 1 200 EUR/mesiac,pracovna-ponuka/1329721/odborny-a-referent-ka-gis-analytik-cka,2023-03-21
144,Biznis Analytik,Košice,Holcim European Business Services s.r.o., 1 300 EUR/mesiac,pracovna-ponuka/1324279/biznis-analytik,2023-03-21
145,Špecialista - Programátor WinCC - Wonderware,"Okres Zvolen, Zvolen","MANUFACTURING + MOUNTING, s.r.o.", 1 350 EUR/mesiac,pracovna-ponuka/1309851/specialista-programator-wincc-wonderware,2023-03-21
146,PHP programátor/ka,Bratislava,Mestská časť Bratislava - Petržalka, 1 600 EUR/mesiac,pracovna-ponuka/1329645/php-programator-ka,2023-03-21
147,Programátor,"Okres Žilina, Žilina","OMICRON TECHNOLOGIES, s. r. o.", 2 000 EUR/mesiac,pracovna-ponuka/1324203/programator,2023-03-21
148,Dátový analytik – strategický nákup (m/ž),"Okres Trenčín, Trenčín","LEONI Wiring Systems Slovakia, spol. s r. o.", 1 200 EUR/mesiac,pracovna-ponuka/1329573/datovy-analytik-strategicky-nakup-m-z-,2023-03-21
149,Špecialista - Programátor SCADA,"Okres Zvolen, Zvolen","MANUFACTURING + MOUNTING, s.r.o.", 1 350 EUR/mesiac,pracovna-ponuka/1309591/specialista-programator-scada,2023-03-21
150,Špecialista - Programátor EPLAN,"Okres Zvolen, Zvolen","MANUFACTURING + MOUNTING, s.r.o.", 1 350 EUR/mesiac,pracovna-ponuka/1309571/specialista-programator-eplan,2023-03-21
151,Commissioning engineer,Bratislava,i4Industry s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1318384/commissioning-engineer,2023-03-21
152,"Špecialista - Programátor Step 7 - Siemens, RS-Rockwell automation","Okres Zvolen, Zvolen","MANUFACTURING + MOUNTING, s.r.o.", 1 350 EUR/mesiac,pracovna-ponuka/1309469/specialista-programator-step-7-siemens-rs-rockwell-automation,2023-03-21
153,Špecialista - Programátor WinCC - Flexible,"Okres Zvolen, Zvolen","MANUFACTURING + MOUNTING, s.r.o.", 1 350 EUR/mesiac,pracovna-ponuka/1309467/specialista-programator-wincc-flexible,2023-03-21
154,Sr Database Administrator,Bratislava,"Fiserv Slovakia, s.r.o.", 3 700 EUR/mesiac,pracovna-ponuka/1318212/sr-database-administrator,2023-03-21
155,Systémový programátor,Bratislava,MUSELET s.r.o., 720 EUR/mesiac,pracovna-ponuka/1309231/systemovy-programator,2023-03-21
156,Engineering Lead,Bratislava,"Kiwi.com s.r.o., organizačná zložka v SR", 5 000 EUR/mesiac,pracovna-ponuka/1296605/engineering-lead,2023-03-21
157,Java Developer (Graduate program / Absolventský program),Bratislava,"Fiserv Slovakia, s.r.o.", 2 080 EUR/mesiac,pracovna-ponuka/1329101/java-developer-graduate-program-absolventsky-program-,2023-03-21
158,Medior .NET Developer,Bratislava,ECoding Slovakia s. r. o., 2 500 EUR/mesiac,pracovna-ponuka/1323953/medior-net-developer,2023-03-21
159,Lead Software Engineer,Košice,GlobalLogic Slovakia s.r.o., 3 500 EUR/mesiac,pracovna-ponuka/1306851/lead-software-engineer,2023-03-21
160,Junior Software Engineer - DevOps,Košice,GlobalLogic Slovakia s.r.o., 1 800 EUR/mesiac,pracovna-ponuka/1306847/junior-software-engineer-devops,2023-03-21
161,Špecialista - Programátor WinCC - Wonderware,"Okres Zvolen, Zvolen","MANUFACTURING + MOUNTING, s.r.o.", 1 350 EUR/mesiac,pracovna-ponuka/1317738/specialista-programator-wincc-wonderware,2023-03-21
162,ERP application support Analyst,Bratislava,Softspeed Information Technology s.r.o., 1 600 EUR/mesiac,pracovna-ponuka/1317890/erp-application-support-analyst,2023-03-21
163,"IT architekt, projektant","Okres Pezinok, Pezinok, Svätý Jur","OZZYLOGIK, s.r.o.", 1 300 EUR/mesiac,pracovna-ponuka/1314424/it-architekt-projektant,2023-03-21
164,Učiteľ matematiky a informatiky,"Okres Žiar nad Hronom, Žiar nad Hronom","Základná škola s materskou školou, Horná Ždaňa 107",,pracovna-ponuka/1138983/ucitel-matematiky-a-informatiky,2023-03-21
165,Senior/Lead Software Engineer,Bratislava,EPAM Systems s.r.o., 4 400 EUR/mesiac,pracovna-ponuka/1323297/senior-lead-software-engineer,2023-03-21
166,"Softvérový architekt, dizajnér",Bratislava,Fintech Bnd Slovakia s. r. o., 840 EUR/mesiac,pracovna-ponuka/1314140/softverovy-architekt-dizajner,2023-03-21
167,Full-stack Software Engineer,Bratislava,codeblox s. r. o., 1 500 EUR/mesiac,pracovna-ponuka/1323179/full-stack-software-engineer,2023-03-21
168,Analytik IKT,"Okres Nitra, Nitra",Tata Consultancy Services Limited - organizačná zložka, 2 500 EUR/mesiac,pracovna-ponuka/1323133/analytik-ikt,2023-03-21
169,Associate Software Engineer (Java),Košice,GlobalLogic Slovakia s.r.o., 1 300 EUR/mesiac,pracovna-ponuka/1328683/associate-software-engineer-java-,2023-03-21
170,Software Development Manager,Bratislava,Oracle Slovensko spol. s r.o., 3 500 EUR/mesiac,pracovna-ponuka/1294709/software-development-manager,2023-03-21
171,Senior Data Architect,Bratislava,HighChem s.r.o., 3 000 EUR/mesiac,pracovna-ponuka/1146239/senior-data-architect,2023-03-21
172,Principal Software Engineer,Bratislava,Oracle Slovensko spol. s r.o., 3 500 EUR/mesiac,pracovna-ponuka/1294303/principal-software-engineer,2023-03-21
173,Java backend senior developer ( softvérový architekt),Bratislava,TechRD solutions s.r.o., 1 087 EUR/mesiac,pracovna-ponuka/1327817/java-backend-senior-developer-softverovy-architekt-,2023-03-21
174,Senior React Developer,Bratislava,"Boataround.com, a.s.", 3 300 EUR/mesiac,pracovna-ponuka/1327747/senior-react-developer,2023-03-21
175,Lead Project Administrator,Bratislava,EPAM Systems s.r.o., 2 800 EUR/mesiac,pracovna-ponuka/1322371/lead-project-administrator,2023-03-21
176,Test Engineer,Banská Bystrica,GlobalLogic Slovakia s.r.o., 2 000 EUR/mesiac,pracovna-ponuka/1322259/test-engineer,2023-03-21
177,Analytik IKT,"Okres Nitra, Nitra",Tata Consultancy Services Limited - organizačná zložka, 2 675 EUR/mesiac,pracovna-ponuka/1322193/analytik-ikt,2023-03-21
178,Lead BI Analyst,Bratislava,EPAM Systems s.r.o., 3 930 EUR/mesiac,pracovna-ponuka/1322051/lead-bi-analyst,2023-03-21
179,Software Test Automation Engineer,Bratislava,EPAM Systems s.r.o., 2 600 EUR/mesiac,pracovna-ponuka/1322043/software-test-automation-engineer,2023-03-21
180,IT- Systémový programátor,Bratislava,"Súkromná základná škola EISB, Radničné námestie 4, Bratislava", 2 500 EUR/mesiac,pracovna-ponuka/1312805/it-systemovy-programator,2023-03-21
181,IT Konzultant,"Okres Nitra, Nitra","UNIQA Group Service Center Slovakia, spol. s r.o.", 1 700 EUR/mesiac,pracovna-ponuka/1315778/it-konzultant,2023-03-21
182,IT špecialista,"Okres Nitra, Nitra",Ubique Systems SK s.r.o., 2 200 EUR/mesiac,pracovna-ponuka/1312697/it-specialista,2023-03-21
183,Data analyst/Modeller,Bratislava,Assisto Consulting SK s. r. o., 3 000 EUR/mesiac,pracovna-ponuka/1327501/data-analyst-modeller,2023-03-21
184,IT / ERP konzultant,"Okres Ilava, Dubnica nad Váhom, Ilava",Team - SOFT s.r.o., 1 100 EUR/mesiac,pracovna-ponuka/1327485/it-erp-konzultant,2023-03-21
185,.NET Programátor,"Okres Ilava, Dubnica nad Váhom, Ilava",Team - SOFT s.r.o., 1 150 EUR/mesiac,pracovna-ponuka/1327483/-net-programator,2023-03-21
186,Analytik IKT,"Okres Nitra, Nitra",Tata Consultancy Services Limited - organizačná zložka, 2 500 EUR/mesiac,pracovna-ponuka/1327481/analytik-ikt,2023-03-21
187,Senior/Lead Software Engineer,Bratislava,EPAM Systems s.r.o., 3 600 EUR/mesiac,pracovna-ponuka/1321737/senior-lead-software-engineer,2023-03-21
188,Analytik IKT,"Okres Nitra, Nitra",Tata Consultancy Services Limited - organizačná zložka, 2 675 EUR/mesiac,pracovna-ponuka/1321659/analytik-ikt,2023-03-21
189,Full stack developer ,Bratislava,TechRD solutions s.r.o., 1 087 EUR/mesiac,pracovna-ponuka/1292491/full-stack-developer,2023-03-21
190,Developer (Aplikačný programátor),Bratislava,"brainit.sk, s. r. o.", 1 650 EUR/mesiac,pracovna-ponuka/1144559/developer-aplikacny-programator-,2023-03-21
191,Aplikačný programátor - developer,"Okres Žilina, Žilina","brainit.sk, s. r. o.", 1 650 EUR/mesiac,pracovna-ponuka/1144337/aplikacny-programator-developer,2023-03-21
192,Omnichannel marketing automation technical consultant,Bratislava,Assisto Consulting SK s. r. o., 3 000 EUR/mesiac,pracovna-ponuka/1326807/omnichannel-marketing-automation-technical-consultant,2023-03-21
193,Software Test Engineer,Bratislava,HighChem s.r.o., 2 400 EUR/mesiac,pracovna-ponuka/1312265/software-test-engineer,2023-03-21
194,Učiteľ/ka informatiky,"Okres Senica, Senica","Základná škola, Sekule 119", 1 161 EUR/mesiac,pracovna-ponuka/1326667/ucitel-ka-informatiky,2023-03-21
195,Python backend programátor,Bratislava,Institute of Language Technology and Education, 3 000 EUR/mesiac,pracovna-ponuka/1312201/python-backend-programator,2023-03-21
196,Software Engineer,Bratislava,HighChem s.r.o., 2 500 EUR/mesiac,pracovna-ponuka/1312163/software-engineer,2023-03-21
197,Programátor,Bratislava,"SLOVAKODATA, a.s.", 1 500 EUR/mesiac,pracovna-ponuka/1309361/programator,2023-03-21
198,Programátor CNC strojov,Trnava,"ELPOTECH, spol. s r.o.", 994 EUR/mesiac,pracovna-ponuka/1133143/programator-cnc-strojov,2023-03-21
199,Elektronik PLC ,"Okres Nitra, Nitra",HSH spoločnosť s ručením obmedzeným, 1 310 EUR/mesiac,pracovna-ponuka/1321257/elektronik-plc,2023-03-21
200,Programátor CNC strojov,Kysucké Nové Mesto,LITONIT s. r. o., 765 EUR/mesiac,pracovna-ponuka/1321079/programator-cnc-strojov,2023-03-21
201,Programátor CNC strojov - Operátor,"Okres Stará Ľubovňa, Stará Ľubovňa","AM-KOV, s.r.o.", 1 000 EUR/mesiac,pracovna-ponuka/1320875/programator-cnc-strojov-operator,2023-03-21
202,Software Engineer,Bratislava,Bloomreach SK s.r.o., 2 300 EUR/mesiac,pracovna-ponuka/1320642/software-engineer,2023-03-21
203,Programátor C++,Bratislava,"MicroStep, spol. s r.o.", 2 000 EUR/mesiac,pracovna-ponuka/1306397/programator-c-,2023-03-21
204,PLC programátor,Bratislava,TG Automation s.r.o., 1 100 EUR/mesiac,pracovna-ponuka/1300807/plc-programator,2023-03-21
205,IT konzultant,"Okres Nitra, Nitra",Tata Consultancy Services Limited - organizačná zložka, 3 350 EUR/mesiac,pracovna-ponuka/1320510/it-konzultant,2023-03-21
206,Učiteľ/ -ka s aprobáciou: fyzika - matematika - telesná výchova- informatika,"Okres Komárno, Komárno","Základná škola, Školská ul. č. 757/10, 946 14 Zemianska Olča",,pracovna-ponuka/1293513/ucitel-ka-s-aprobaciou-fyzika-matematika-telesna-vychova-informatika,2023-03-21
207,Senior Application Developer,Bratislava,Oracle Slovensko spol. s r.o., 2 000 EUR/mesiac,pracovna-ponuka/1299031/senior-application-developer,2023-03-21
208,IT consultant with sales for Korean Company,"Okres Žilina, Žilina",C.W s.r.o., 1 100 EUR/mesiac,pracovna-ponuka/1326093/it-consultant-with-sales-for-korean-company,2023-03-21
209,Senior Software Testing Engineer,Bratislava,EPAM Systems s.r.o., 3 200 EUR/mesiac,pracovna-ponuka/1325847/senior-software-testing-engineer,2023-03-21
